user_id,date,name_en,name_ro,product_id,product_index
2687,16-12-2014,curd,Caș zvântat,3193Ddpsyzr0v4EbSy8f,40
1328,14-08-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
4211,03-04-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
2604,17-09-2014,grapes,Struguri albi fără sâmburi,l8aSXt47nkJeuZ9hjfgM,65
1937,26-07-2014,sugar,Coca-Cola zero,nQN2zSbkUSRN1qPphjPp,150
3856,03-03-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
3484,25-12-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
1549,02-03-2014,domestic eggs,Oua,Q0gViGh7AYUSwt3aDwb9 ,49
1702,05-05-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
3694,01-08-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
2376,15-06-2014,specialty chocolate,Specialități crocante de nucă de cocos,jiciCBQr52jePrxnv7jZ,145
3282,10-07-2014,ice cream,Mini cornete de îngheţată cu aromă de vanilie şi cu bucăţi de ciocolată,TNfWl3GocBONHWlcMBxF,74
2936,07-03-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
2311,13-03-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1661,21-07-2014,dessert,Desert cu alune și caramel Maxi King,nPN75l6nB9UU2l0ym7Zt,44
2652,04-09-2014,ham,Șuncă Praga,cCdqUMwCR9jLNfnZ3SQw,67
2049,02-04-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
4855,16-06-2014,cat food,"Hrană uscată pentru pisici sterilizate, One cu vită și grâu",B3ick1AHftnyWCOxgwLF,24
2715,23-05-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
4132,02-03-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
1887,03-02-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
1832,21-08-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1176,21-11-2014,frozen potato products,"Cartofi pai, preprăjiți și congelați 10mm",ZKAYdYEO4jETIG4uBXim,62
3382,13-11-2014,dessert,Desert cu alune și caramel Maxi King,nPN75l6nB9UU2l0ym7Zt,44
1444,07-03-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1702,13-05-2014,pork,Mușchiuleț de porc,pu4rYRkDANc5TejViKSr,111
3447,30-06-2014,margarine,Produs tartinabil vegetal Apetit,K1kXQqL9cunkXXM29ipJ,88
4759,24-01-2014,chewing gum,Gumă de mestecat cu aromă de căpșuni,f2W1wh4SPiqAA2M4bv1G,26
2536,09-02-2014,specialty bar,Sare specială pentru mașina de spălat vase,rUCQA4lZ4rPvOtp2Dfoo,143
3666,12-04-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
3767,06-07-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
3271,25-02-2014,specialty fat,Grăsime de Cocos 22%,kBUH5yVyMyGS7Vliw4U3,146
3654,17-06-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
4871,07-07-2014,chocolate,Nuci cu cremă de ciocolată,wrbVsKj3P15dKOoBAtU5,28
1217,03-12-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1616,03-05-2014,margarine,Produs tartinabil vegetal Apetit,K1kXQqL9cunkXXM29ipJ,88
1329,22-02-2014,dessert,Desert cu alune și caramel Maxi King,nPN75l6nB9UU2l0ym7Zt,44
4603,17-11-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4431,10-05-2014,brown bread,Pâine prăjită cu rozmarin și sare de mare,hB7rv0eqUGkrN2Qrs7pH,14
3913,11-04-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
2325,06-11-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
4117,03-08-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
2174,05-01-2014,brown bread,Pâine prăjită cu rozmarin și sare de mare,hB7rv0eqUGkrN2Qrs7pH,14
4541,03-04-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
3670,06-05-2014,chocolate,Nuci cu cremă de ciocolată,wrbVsKj3P15dKOoBAtU5,28
3719,26-10-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
3499,13-07-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
1749,09-12-2014,ham,Șuncă Praga,cCdqUMwCR9jLNfnZ3SQw,67
1572,17-05-2014,chicken,Mușchiuleț de pui,nFLVAhpb0I9MuFsdFNYs,27
2271,03-02-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
3834,18-05-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1146,23-05-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
4298,22-03-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4164,25-09-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
3998,08-01-2014,ice cream,Mini cornete de îngheţată cu aromă de vanilie şi cu bucăţi de ciocolată,TNfWl3GocBONHWlcMBxF,74
3786,21-10-2014,mayonnaise,Sos de maioneză,pd5PmCbcwMdFX4NGuvwF,89
3285,21-10-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
3159,18-04-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
3820,26-07-2014,butter milk,Praline de ciocolată cu lapte cu caramel și unt sărat Pavés,lwxBSLvZiEszHkCTX7ef,16
1808,15-12-2014,sugar,Coca-Cola zero,nQN2zSbkUSRN1qPphjPp,150
4860,22-02-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1928,23-05-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
1438,19-01-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4290,26-03-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
1818,08-12-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
1176,04-08-2014,hard cheese,Brânză Formagia,IBrNqPLffkXE1zDr6BGL,69
4879,19-09-2014,butter milk,Praline de ciocolată cu lapte cu caramel și unt sărat Pavés,lwxBSLvZiEszHkCTX7ef,16
1574,17-06-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
1045,10-04-2014,fruit/vegetable juice,Suc de fructe Mystic Dragon,ZyTYg2zRrGUEHRSyjgW7,64
1168,31-10-2014,sweet spreads,"Cupe tarte mici, dulci",Ewe7NnuBWxlCplPG4Bds,151
4648,03-10-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
1931,04-03-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
2868,04-03-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
3082,22-07-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
2935,21-04-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
2639,08-06-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
2789,12-07-2014,white bread,Pâine albă Pave,0V26vrcElHinXLv9WFP7,162
4153,14-02-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
3761,12-02-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
4444,25-04-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2824,05-09-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
1146,12-07-2014,bottled water,Apă minerală naturală plată,UN1Q1WKwu4OH4UsaccIx,12
4796,02-03-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
4586,26-09-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1987,29-10-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
4376,07-12-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2511,18-06-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
3364,06-05-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
4471,08-10-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
2022,23-02-2014,cat food,"Hrană uscată pentru pisici sterilizate, One cu vită și grâu",B3ick1AHftnyWCOxgwLF,24
1097,16-04-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
1510,03-12-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
1521,26-12-2014,ham,Șuncă Praga,cCdqUMwCR9jLNfnZ3SQw,67
2601,28-02-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
1314,05-09-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
3657,28-11-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4693,08-06-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
3095,22-07-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
1274,25-04-2014,tidbits,"Balsam de rufe Hammam, 38 de spălări",Jteu9KnGpVzxC4udsjsk,154
2164,19-11-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
2447,14-04-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
3778,22-11-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
4219,21-09-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
4382,01-03-2014,fruit/vegetable juice,Suc de fructe Mystic Dragon,ZyTYg2zRrGUEHRSyjgW7,64
2612,30-07-2014,white bread,Pâine albă Pave,0V26vrcElHinXLv9WFP7,162
3899,27-01-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
4318,09-08-2014,domestic eggs,Oua,Q0gViGh7AYUSwt3aDwb9 ,49
4991,22-12-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2998,30-10-2014,grapes,Struguri albi fără sâmburi,l8aSXt47nkJeuZ9hjfgM,65
3327,16-07-2014,semi-finished bread,Mix Smoothie Congelat,bfT7gYPwWsMYrSpXphLB,132
4115,08-02-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
1201,24-11-2014,misc. beverages,Kiwi,5ZSmitjFA8TiPqAnNyLK,92
1595,27-06-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
2017,12-11-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
3142,11-05-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
4862,12-10-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
4245,13-09-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
2570,19-06-2014,frozen potato products,"Cartofi pai, preprăjiți și congelați 10mm",ZKAYdYEO4jETIG4uBXim,62
2839,29-06-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
3626,11-06-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
2119,06-07-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
3409,08-09-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
1842,30-05-2014,vinegar,Oțet de mere,MR1Gse2kXaCfRluGj3CA,158
1568,09-03-2014,nuts/prunes,Nuci cu cremă de ciocolată,YqFERDv7nGvzAVl3X4FK,97
3050,03-05-2014,dessert,Desert cu alune și caramel Maxi King,nPN75l6nB9UU2l0ym7Zt,44
2577,28-06-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
1898,11-11-2014,rum,Rom Coffee 37.5% alc.,2S9udV3NSCrc4LLicXyH,125
1946,08-11-2014,meat,Carne tocată de vită,M324P5nE3H533uJAzgIw,90
2401,25-06-2014,hamburger meat,Carne de vita pentru burger,VYHuSFYYt5oq8FrRgoPV,68
2014,08-10-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
2081,18-05-2014,hamburger meat,Carne de vita pentru burger,VYHuSFYYt5oq8FrRgoPV,68
2838,19-04-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
4319,29-09-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
2122,16-09-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
3099,20-09-2014,pork,Mușchiuleț de porc,pu4rYRkDANc5TejViKSr,111
4881,30-12-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1373,28-04-2014,tea,Ceai verde lime și mentă,6m6u6ZoHfXWCaZffGzL7,153
2514,24-06-2014,newspapers,Ulei rafinat de floarea-soarelui de primă presă,q9xnG4msyPGQxxJWG74e,95
4772,19-12-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
4592,20-06-2014,herbs,Ierburi de Provence,brqvNjeEVzkEqunvI84U,70
3879,14-10-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
3805,20-07-2014,beverages,Coca-Cola zero zahăr,czSxbXDpGuO6qunFbyof,10
1392,15-08-2014,napkins,Șervețele faciale albe,GSI9I6i1LuD8Zj4n04Nd,94
4961,02-11-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4541,07-10-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
4206,07-04-2014,whipped/sour cream,"Smântână lichidă pentru frișcă, neîndulcită, 32% grăsime",Z8GOX7U0yJxRWUqgvtUy,160
2187,22-08-2014,beverages,Coca-Cola zero zahăr,czSxbXDpGuO6qunFbyof,10
1087,25-07-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
3251,05-11-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
3582,08-04-2014,fruit/vegetable juice,Suc de fructe Mystic Dragon,ZyTYg2zRrGUEHRSyjgW7,64
3924,12-01-2014,hamburger meat,Carne de vita pentru burger,VYHuSFYYt5oq8FrRgoPV,68
3193,29-05-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1371,17-08-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
3111,19-02-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1585,20-04-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
4817,13-06-2014,instant coffee,Cafea instant,LA9YcBO6N16Ijtz1ti9I,75
4207,21-10-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1158,19-02-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4637,07-04-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
1231,23-11-2014,hard cheese,Brânză Formagia,IBrNqPLffkXE1zDr6BGL,69
2217,24-04-2014,whipped/sour cream,"Smântână lichidă pentru frișcă, neîndulcită, 32% grăsime",Z8GOX7U0yJxRWUqgvtUy,160
4933,01-08-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
3153,26-10-2014,whipped/sour cream,"Smântână lichidă pentru frișcă, neîndulcită, 32% grăsime",Z8GOX7U0yJxRWUqgvtUy,160
3827,28-02-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
1427,26-06-2014,onions,Ceapă verde,8hAyyUXWuxDcJ728naYe,99
1151,12-12-2014,curd,Caș zvântat,3193Ddpsyzr0v4EbSy8f,40
3206,05-11-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
1979,12-04-2014,brown bread,Pâine prăjită cu rozmarin și sare de mare,hB7rv0eqUGkrN2Qrs7pH,14
1443,13-01-2014,hamburger meat,Carne de vita pentru burger,VYHuSFYYt5oq8FrRgoPV,68
4791,27-02-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
3321,11-03-2014,white bread,Pâine albă Pave,0V26vrcElHinXLv9WFP7,162
4335,17-07-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1517,03-09-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
4140,02-01-2014,curd,Caș zvântat,3193Ddpsyzr0v4EbSy8f,40
3140,15-12-2014,chicken,Mușchiuleț de pui,nFLVAhpb0I9MuFsdFNYs,27
4245,21-11-2014,bottled water,Apă minerală naturală plată,UN1Q1WKwu4OH4UsaccIx,12
3481,30-05-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
3107,23-04-2014,bottled water,Apă minerală naturală plată,UN1Q1WKwu4OH4UsaccIx,12
3015,07-08-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
4248,09-10-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
4510,04-12-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
3306,05-06-2014,canned beer,"Pere jumătăți cu caramel, conservă",gRdzq6QC76SnrbUTSzH9,20
1601,09-08-2014,butter,Unt Pur 82% grăsime,vEbGWj80oUvr3gZQXCgV,15
2787,28-04-2014,chocolate,Nuci cu cremă de ciocolată,wrbVsKj3P15dKOoBAtU5,28
3931,19-07-2014,ham,Șuncă Praga,cCdqUMwCR9jLNfnZ3SQw,67
1590,21-06-2014,fruit/vegetable juice,Suc de fructe Mystic Dragon,ZyTYg2zRrGUEHRSyjgW7,64
3188,16-10-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4021,09-09-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
3785,16-07-2014,cat food,"Hrană uscată pentru pisici sterilizate, One cu vită și grâu",B3ick1AHftnyWCOxgwLF,24
1682,10-09-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
1480,25-05-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
4165,06-10-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
4786,04-05-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
4748,19-04-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
4342,01-09-2014,ham,Șuncă Praga,cCdqUMwCR9jLNfnZ3SQw,67
2483,21-02-2014,herbs,Ierburi de Provence,brqvNjeEVzkEqunvI84U,70
4243,30-03-2014,napkins,Șervețele faciale albe,GSI9I6i1LuD8Zj4n04Nd,94
1983,26-06-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
4567,16-03-2014,specialty chocolate,Specialități crocante de nucă de cocos,jiciCBQr52jePrxnv7jZ,145
3459,21-06-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
2369,23-07-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
1998,13-10-2014,ice cream,Mini cornete de îngheţată cu aromă de vanilie şi cu bucăţi de ciocolată,TNfWl3GocBONHWlcMBxF,74
4685,20-01-2014,soft cheese,"Brânză moale pentru salată, cuburi",bN5puVDpik4unABL6yK9,139
2036,20-07-2014,whipped/sour cream,"Smântână lichidă pentru frișcă, neîndulcită, 32% grăsime",Z8GOX7U0yJxRWUqgvtUy,160
3953,19-05-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
2303,31-01-2014,decalcifier,Bio decalcificator cu acțiune rapidă pentru aparate de uz casnic,A0g8pCV54XGdyF96eL5P,42
2930,25-04-2014,soda,Apă minerală naturală necarbogazoasă,vQX0CnTxs1i7cr5Itwrr,138
2187,26-12-2014,specialty bar,Sare specială pentru mașina de spălat vase,rUCQA4lZ4rPvOtp2Dfoo,143
3595,17-01-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
3956,19-12-2014,butter milk,Praline de ciocolată cu lapte cu caramel și unt sărat Pavés,lwxBSLvZiEszHkCTX7ef,16
1595,26-01-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2597,25-10-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
1717,06-04-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
3544,12-03-2014,frozen dessert,Aluat foietaj,Uf4iADfDkDTVSUcCoBtO,58
2226,06-09-2014,sliced cheese,Brânză feliată Original 5 felii,zNFBdaAvxfpjfzixk8gG,135
3696,02-11-2014,waffles,Vafe cu miere eco,X1IQfmOnqqvR0rSmyxoM,159
4804,10-08-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
1333,10-10-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
4892,27-12-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2109,22-06-2014,bottled beer,Roșii Proaspete,yoXoEEiBZMSmKUvCPs00,11
1737,04-09-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
1778,27-11-2014,bottled water,Apă minerală naturală plată,UN1Q1WKwu4OH4UsaccIx,12
2921,27-11-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
1129,25-01-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
4739,04-02-2014,flour,Făină de grâu albă superioară,l6b3zurmVLS6AtKhfkSh,53
4024,15-10-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
4140,20-02-2014,hygiene articles,Suc de portocale,EU3ai6HbTLlQ2RnrOLdk,73
2201,30-05-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1815,24-10-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
3659,13-04-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1569,20-05-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
3708,27-10-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
2394,18-10-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
2366,07-10-2014,herbs,Ierburi de Provence,brqvNjeEVzkEqunvI84U,70
3603,04-11-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1049,07-01-2014,specialty bar,Sare specială pentru mașina de spălat vase,rUCQA4lZ4rPvOtp2Dfoo,143
4086,17-10-2014,tropical fruit,Înghețată cornet cu aromă de vanilie și sos de fructe tropicale,tX3LYXmJOS6TN2PFMpFO,156
3577,07-02-2014,sugar,Coca-Cola zero,nQN2zSbkUSRN1qPphjPp,150
3487,09-02-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1399,23-09-2014,beverages,Coca-Cola zero zahăr,czSxbXDpGuO6qunFbyof,10
4561,27-01-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
3571,31-10-2014,pastry,Mini patiserie cu telemea,CzDMjyBQlEbKYN6xp90D,105
1830,07-06-2014,citrus fruit,Iaurt grecesc cu citrice și semințe,TC23pV4aNYBXVhTMtBRZ,30
1426,18-11-2014,beef,"Mici de porc, vită și oaie",oTDMEOtm4KwL79Jb9khC,8
2851,11-04-2014,other vegetables,Cuburi pentru supă de legume bio,FZKSIYmsBDNJKqfJIp1f,102
2709,02-04-2014,whole milk,Lapte bio 3.8% grăsime,IcwUMkUYjcT7xQRsb4sg,164
1741,08-10-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1888,09-05-2014,yogurt,"Iaurt cu specific grecesc, 2% grăsime",DHpkGQnbvCzrBOf8T9QH,165
3500,20-11-2014,specialty chocolate,Specialități crocante de nucă de cocos,jiciCBQr52jePrxnv7jZ,145
1136,04-06-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
4297,03-10-2014,beverages,Coca-Cola zero zahăr,czSxbXDpGuO6qunFbyof,10
2464,21-10-2014,berries,Amestec fructe de pădure congelate,6bCistihD9ATUvXkZ81n,9
3711,20-05-2014,cat food,"Hrană uscată pentru pisici sterilizate, One cu vită și grâu",B3ick1AHftnyWCOxgwLF,24
2508,21-09-2014,meat,Carne tocată de vită,M324P5nE3H533uJAzgIw,90
2901,10-07-2014,processed cheese,Brânză presată negătită Raclette min. 48% grăsime,QgQnSir03bfRl8RMfDWa,115
1142,10-12-2014,rolls/buns,Mini rulouri cu brânză Feta,s8rYjoy2tF8HkqLyjESG,122
1564,15-11-2014,root vegetables,Păstârnac rădăcină,allre8XJw5VOx0Gkq9Mc,123
4791,04-02-2014,sausage,Cârnați sticks,iKHF6NCPMXx1kPwGCNVp,130
1150,29-08-2014,pip fruit,Vișine fără sâmburi,3vnv0j4bUpKOiofhqiiI,109
